title,release_year,genres,imdb_score
DreamWorks Shrek's Swamp Stories,2010,"['horror', 'music', 'animation', 'comedy', 'family', 'fantasy', 'scifi']",6.5
Ben & Holly's Little Kingdom,2009,"['comedy', 'family', 'fantasy', 'animation', 'european']",7.5
The Garfield Show,2009,"['animation', 'comedy', 'family', 'european']",5.3
Chaos,2005,"['action', 'crime', 'drama', 'thriller', 'european']",6.4
Wakfu,2008,"['action', 'drama', 'scifi', 'fantasy', 'animation', 'family', 'european']",8.1
Katt Williams: The Pimp Chronicles Pt. 1,2006,"['comedy', 'documentation']",7.6
Initial D,2005,"['drama', 'action', 'crime', 'thriller', 'animation', 'comedy', 'romance']",6.3
Comedian,2002,"['comedy', 'documentation']",6.9
Delta Farce,2007,"['action', 'comedy']",3.6
One Piece: Strong World,2009,"['fantasy', 'animation', 'action']",7.5
Christmas with the Kranks,2004,"['comedy', 'family']",5.4
Dinosaur King,2007,"['action', 'scifi', 'family', 'western', 'animation']",5.6
Love Happens,2009,"['drama', 'romance']",5.6
Vampire Knight,2008,"['scifi', 'romance', 'animation', 'action', 'drama', 'fantasy', 'horror']",7.3
Den-noh Coil,2007,"['scifi', 'animation', 'comedy', 'drama']",7.9
Zig and Sharko,2010,"['comedy', 'fantasy', 'romance', 'action', 'animation', 'family', 'european']",6.8
Even the Rain,2010,"['drama', 'european', 'history']",7.4
Population 436,2006,"['horror', 'thriller']",
Kabhi Khushi Kabhie Gham,2001,"['drama', 'romance']",7.4
Naruto Shippuden the Movie,2007,"['fantasy', 'animation', 'action', 'family']",6.7
Open Season 2,2008,['comedy'],
Trailer Park Boys: The Movie,2006,"['comedy', 'crime']",7.1
Jeff Dunham: Arguing with Myself,2006,"['comedy', 'documentation']",8.0
From Within,2008,"['thriller', 'horror', 'documentation', 'war', 'european']",5.6
Jodhaa Akbar,2008,"['romance', 'history', 'war', 'action', 'drama']",7.5
And Then Came Lola,2009,"['comedy', 'drama', 'romance']",3.9
One on One,2001,['comedy'],7.0
Om Shanti Om,2007,"['comedy', 'drama', 'fantasy', 'romance', 'thriller', 'action']",6.7
Jab We Met,2007,"['comedy', 'drama', 'romance']",7.9
The Cartel,2008,"['action', 'crime', 'drama', 'thriller', 'comedy']",8.1
Te quiero,2001,"['drama', 'comedy', 'european']",4.8
Bon Cop Bad Cop,2006,"['crime', 'scifi', 'drama', 'thriller', 'action', 'comedy']",6.5
Naruto: Ninja Clash in the Land of Snow,2004,"['comedy', 'action', 'animation', 'fantasy']",6.6
The Mafia Dolls,2009,"['drama', 'action']",6.6
Horrid Henry,2006,"['comedy', 'family', 'fantasy', 'music', 'animation', 'european']",6.3
I Will Follow,2010,['drama'],5.9
Alpha and Omega,2010,"['animation', 'romance', 'comedy', 'family']",5.1
One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,2007,"['drama', 'comedy', 'animation', 'action']",6.9
Bo on the Go!,2007,['animation'],4.1
Waist Deep,2006,"['thriller', 'drama', 'crime', 'action']",5.8
Naruto: Guardians of the Crescent Moon Kingdom,2006,"['action', 'animation']",6.4
First Sunday,2008,"['comedy', 'crime', 'drama']",4.5
Einsatzgruppen: The Nazi Death Squads,2009,"['documentation', 'history', 'war', 'european']",7.6
This Is the Life,2008,"['documentation', 'music']",6.3
My Suicide,2009,"['comedy', 'drama']",7.0
Kyaa Kool Hai Hum,2005,['comedy'],6.1
Kung Fu Panda Awesome Secrets,2008,"['action', 'comedy', 'family', 'animation']",7.2
Divine Intervention,2002,"['drama', 'comedy', 'romance', 'war']",6.6
Accident,2009,['thriller'],6.6
Zach Galifianakis: Live at the Purple Onion,2007,['comedy'],
Naruto: Legend of the Stone of Gelel,2005,"['fantasy', 'comedy', 'drama', 'animation', 'action']",6.4
Jim Gaffigan: Beyond the Pale,2006,"['comedy', 'documentation']",7.9
Dreamworks Happy Holidays from Madagascar,2005,"['animation', 'comedy', 'family']",6.5
Billu,2009,"['drama', 'comedy']",6.3
Half & Half,2002,['comedy'],7.0
The Qin Empire,2009,['war'],
Timmy Time,2009,"['comedy', 'fantasy', 'animation', 'family', 'european']",6.9
"Cairo 6,7,8",2010,['drama'],7.4
Dil Chahta Hai,2001,"['drama', 'comedy', 'romance']",8.1
Trailer Park Boys: Countdown to Liquor Day,2009,"['comedy', 'crime']",7.3
Bleach the Movie: Hell Verse,2010,"['fantasy', 'animation', 'action']",7.4
Whisky,2004,"['drama', 'comedy']",7.1
EMI,2008,"['drama', 'comedy', 'crime']",4.4
Vientos de agua,2006,['drama'],8.7
Naruto Shippuden the Movie: The Lost Tower,2010,"['action', 'animation', 'fantasy']",6.9
Naruto Shippuden the Movie: Bonds,2008,"['fantasy', 'animation', 'action']",6.8
Naruto Shippuden the Movie: The Will of Fire,2009,"['action', 'animation', 'fantasy']",7.0
Linewatch,2008,"['thriller', 'crime', 'drama']",5.4
The Boy Who Cried Werewolf,2010,"['fantasy', 'horror', 'comedy', 'family']",5.9
Dostana,2008,"['drama', 'comedy', 'romance']",6.5
Whitney Cummings: Money Shot,2010,"['comedy', 'documentation']",6.2
Don,2006,"['thriller', 'crime', 'action', 'european']",7.1
Rock On!!,2008,"['drama', 'music']",7.7
Eternal Summer,2006,"['romance', 'drama']",7.0
Mike Birbiglia: What I Should Have Said Was Nothing,2008,['comedy'],7.6
"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",2008,"['action', 'animation', 'comedy', 'drama', 'fantasy']",7.0
Welcome,2007,"['romance', 'crime', 'comedy']",6.9
Just Another Love Story,2007,"['thriller', 'european', 'crime', 'drama']",7.2
Arahan,2004,"['thriller', 'fantasy', 'action', 'comedy']",6.6
Phir Hera Pheri,2006,"['comedy', 'crime']",7.1
Bleach the Movie: Fade to Black,2008,"['fantasy', 'drama', 'animation', 'action']",7.2
Rang De Basanti,2006,"['comedy', 'drama', 'history', 'crime']",8.1
Oscar's Oasis,2010,"['animation', 'comedy', 'european']",7.4
Swades,2004,"['drama', 'european']",8.1
Kaal,2005,"['thriller', 'scifi', 'horror']",4.7
Sorry to Disturb,2008,"['thriller', 'comedy', 'drama', 'romance']",8.0
2 Alone in Paris,2008,"['comedy', 'european']",5.4
Delhi-6,2009,"['drama', 'comedy']",6.1
Kal Ho Naa Ho,2003,"['drama', 'comedy', 'romance']",7.9
Sivaji: The Boss,2007,"['drama', 'crime', 'thriller', 'action']",7.5
Ishqiya,2010,"['comedy', 'thriller', 'romance', 'drama']",7.3
Trotro,2004,"['animation', 'family', 'european']",6.2
Guzaarish,2010,"['drama', 'romance']",7.4
A Lion in the House,2006,['documentation'],8.7
Oye Lucky! Lucky Oye!,2008,"['comedy', 'drama', 'action', 'crime']",7.7
Love in a Puff,2010,"['romance', 'comedy', 'drama']",7.1
Kabhi Alvida Naa Kehna,2006,"['drama', 'romance']",6.0
Monty Python Conquers America,2008,['documentation'],
Black Friday,2004,"['crime', 'action', 'drama', 'history']",8.4
Kevin James: Sweat the Small Stuff,2001,"['comedy', 'documentation']",7.4
Connected,2008,"['thriller', 'action', 'crime']",6.6
Vivah,2006,"['drama', 'family', 'romance']",6.6
Golmaal Returns,2008,"['comedy', 'crime']",5.1
Jim Gaffigan: King Baby,2009,"['comedy', 'documentation']",7.7
The Trailer Park Boys Xmas Special,2004,['comedy'],8.0
Bluffmaster!,2005,"['drama', 'comedy', 'romance', 'thriller', 'crime']",6.6
Inuyasha the Movie 4: Fire on the Mystic Island,2004,"['fantasy', 'action', 'comedy', 'animation']",7.2
My Führer,2007,"['drama', 'european', 'comedy', 'war']",5.5
Vizontele,2001,"['comedy', 'drama']",8.0
Tayo the Little Bus,2010,"['animation', 'comedy', 'family']",5.2
Autumn's Concerto,2009,"['drama', 'romance']",7.9
Sir! No Sir!,2005,"['war', 'documentation']",7.6
DreamWorks Spooky Stories,2009,['animation'],6.2
Inuyasha the Movie: Affections Touching Across Time,2001,"['action', 'animation', 'fantasy']",7.2
Once Upon a Time in Mumbaai,2010,"['thriller', 'crime', 'drama', 'romance', 'action']",7.4
Guru,2007,"['romance', 'documentation', 'drama', 'european']",7.7
Main Hoon Na,2004,"['drama', 'romance', 'thriller', 'action', 'comedy']",7.0
Romantik Komedi,2010,"['romance', 'comedy']",5.3
Jeff Dunham's Very Special Christmas Special,2008,"['comedy', 'documentation']",7.4
Paheli,2005,"['fantasy', 'drama', 'romance', 'comedy']",6.3
Honeymoon Travels Pvt. Ltd.,2007,"['comedy', 'drama', 'romance']",6.1
Behind Enemy Lines,2001,['drama'],7.2
Inuyasha the Movie 3: Swords of an Honorable Ruler,2003,"['fantasy', 'thriller', 'animation', 'action']",7.6
Fated to Love You,2008,"['drama', 'comedy', 'romance']",7.4
Kaminey,2009,"['drama', 'crime', 'action', 'thriller']",7.4
Nuevo Rico Nuevo Pobre,2007,['comedy'],7.2
Kevin Hart: I'm a Grown Little Man,2009,"['comedy', 'documentation']",7.5
G.O.R.A.,2004,"['scifi', 'comedy']",8.0
Jaane Tu... Ya Jaane Na,2008,"['drama', 'comedy', 'romance']",7.4
Mukhsin,2006,"['drama', 'comedy', 'family']",7.3
Pecados capitales,2002,"['comedy', 'drama', 'romance']",8.5
Apaharan,2005,"['action', 'drama', 'crime']",7.4
"LSD: Love, Sex aur Dhokha",2010,"['drama', 'comedy', 'crime', 'romance']",7.2
Chhota Bheem,2008,"['action', 'animation', 'comedy']",4.1
Splatter,2009,['horror'],
Pedro El Escamoso,2001,"['drama', 'comedy']",7.5
Chup Chup Ke,2006,"['comedy', 'drama', 'romance']",6.9
Manorama Six Feet Under,2007,"['thriller', 'crime', 'drama']",7.6
Doing Hard Time,2004,['crime'],
Sergio,2009,['documentation'],7.4
Luck by Chance,2009,"['romance', 'drama']",7.1
Tim Minchin: So F**king Rock Live,2008,['comedy'],
Karthik Calling Karthik,2010,"['thriller', 'drama', 'romance']",7.1
The Egyptian Nightingale,2008,['comedy'],
Monty Python's Personal Best,2006,['comedy'],7.9
Ajab Prem Ki Ghazab Kahani,2009,"['action', 'comedy', 'romance']",6.3
Dhan Dhana Dhan Goal,2007,"['drama', 'sport', 'thriller']",5.0
Salt of This Sea,2008,"['romance', 'drama', 'european']",6.8
Yuva,2004,"['action', 'drama', 'thriller']",7.3
Fuga,2006,"['thriller', 'drama', 'music']",6.3
Namastey London,2007,"['comedy', 'drama', 'romance']",7.1
Fashion,2008,"['romance', 'drama']",6.9
Peepli Live,2010,"['drama', 'comedy']",7.4
Lakshya,2004,"['drama', 'romance', 'war', 'action']",7.8
Trailer Park Boys: Say Goodnight to the Bad Guys,2008,['comedy'],7.8
Pomegranates and Myrrh,2009,['drama'],6.3
Tony Manero,2008,"['drama', 'music']",6.8
Do Dooni Chaar,2010,"['drama', 'comedy', 'crime']",7.5
Kismat Konnection,2008,"['romance', 'comedy', 'drama']",5.3
Wake Up Sid,2009,"['comedy', 'drama', 'romance']",7.6
Life in a Metro,2007,"['drama', 'comedy', 'romance']",7.4
El cartel 2 - La guerra total,2010,"['action', 'crime', 'horror', 'thriller', 'war']",6.8
Awara Paagal Deewana,2002,"['action', 'comedy', 'crime', 'drama', 'thriller']",6.2
The Figurine (Araromire),2009,"['horror', 'thriller']",4.4
The Unjust,2010,"['thriller', 'drama', 'action', 'crime']",6.6
Kurbaan,2009,"['thriller', 'action', 'crime', 'drama', 'romance', 'sport']",5.7
Can’t Complain,2007,"['thriller', 'crime', 'romance', 'comedy', 'drama']",7.5
Inuyasha the Movie 2: The Castle Beyond the Looking Glass,2002,"['animation', 'fantasy', 'action', 'romance', 'comedy']",7.3
Spookley the Square Pumpkin,2004,"['family', 'animation']",
Taxi No. 9 2 11,2006,"['drama', 'thriller', 'comedy']",7.2
Anbe Sivam,2003,"['comedy', 'drama']",8.7
Gangaajal,2003,"['drama', 'crime', 'action']",7.8
Chalte Chalte,2003,"['comedy', 'drama', 'romance']",6.5
Mumbai Meri Jaan,2008,['drama'],7.7
Aamir,2008,"['thriller', 'action', 'crime', 'drama']",7.6
Frontiers of Dreams and Fears,2001,"['documentation', 'history']",8.3
Ishq Vishk,2003,"['drama', 'comedy', 'romance']",6.1
The Truth,2008,"['drama', 'thriller']",
The Legend of Bhagat Singh,2002,"['drama', 'history', 'action']",8.1
Under the Bombs,2007,"['romance', 'drama', 'european', 'war']",7.0
Race,2008,"['drama', 'action', 'thriller', 'crime', 'comedy']",6.9
Udaan,2010,['drama'],8.1
Laugh Out Loud,2003,['comedy'],7.0
We Are Family,2010,"['drama', 'comedy', 'family']",5.6
The Beast Stalker,2008,"['thriller', 'action']",6.8
Raajneeti,2010,"['drama', 'thriller', 'crime']",7.1
Edge of the Universe,2002,['documentation'],7.2
Old Thieves: The Legend of Artegio,2007,"['documentation', 'crime']",8.0
Kannathil Muthamittal,2002,"['drama', 'war', 'action']",8.4
Well Done Abba,2010,['comedy'],7.2
Palermo Hollywood,2004,['drama'],5.2
Dev.D,2009,"['drama', 'romance', 'comedy']",7.9
Twins Mission,2007,"['action', 'drama', 'comedy', 'crime']",5.2
What's Up?,2006,"['drama', 'comedy']",2.9
Aagey Se Right,2009,"['comedy', 'crime', 'drama']",5.2
Mighty Raju,2010,"['animation', 'action']",4.2
Krishna Cottage,2004,"['thriller', 'drama', 'horror']",5.1
The Fierce Wife,2010,['drama'],6.8
Thomas & Friends: Thomas and the Jet Engine,2004,['animation'],
Madness in the Desert,2004,['documentation'],8.4
Let's Dance,2006,['drama'],
I Hate Luv Storys,2010,"['drama', 'romance', 'comedy']",5.6
C Kkompany,2008,"['comedy', 'drama', 'thriller']",5.5
Welcome to Sajjanpur,2008,"['comedy', 'drama']",6.9
Wedding Planner,2002,['drama'],
I Am Kalam,2010,"['comedy', 'drama', 'family']",8.0
Kyo Kii... Main Jhuth Nahin Bolta,2001,"['comedy', 'action', 'drama', 'fantasy']",5.3
The Kite,2003,['drama'],6.4
Kucch To Hai,2003,"['horror', 'thriller', 'drama', 'romance']",4.3
The Blue Umbrella,2005,"['drama', 'family', 'fantasy', 'comedy']",7.3
Break Ke Baad,2010,"['drama', 'romance', 'comedy']",5.2
Main Aurr Mrs Khanna,2009,"['drama', 'comedy', 'romance']",3.5
Frank & Cindy,2007,"['documentation', 'music', 'drama']",7.0
Tum Milo Toh Sahi,2010,"['drama', 'comedy']",5.6
Ezra,2007,"['drama', 'european']",6.4
Chance Pe Dance,2010,"['drama', 'music', 'romance', 'comedy']",4.8
Gina Yashere: Skinny B*tch,2008,"['comedy', 'documentation']",6.5
Agyaat,2009,"['horror', 'thriller', 'drama']",2.9
Falafel,2006,"['drama', 'european']",6.7
Kuselan,2008,"['drama', 'family', 'comedy']",4.8
Look for a Star,2009,"['romance', 'comedy']",5.6
Zozo,2005,"['drama', 'european', 'family', 'war']",6.5
A Love Story,2007,"['romance', 'drama']",6.4
Bosta,2005,['war'],6.4
Anchor Baby,2010,"['documentation', 'drama', 'thriller']",6.3
Shootout at Lokhandwala,2007,"['crime', 'action', 'history']",7.1
The Hospital,2006,['drama'],7.4
Da Kath & Kim Code,2005,['comedy'],7.3
Interview with a Serial Killer,2008,"['documentation', 'crime']",5.9
The Student Cop,2004,"['comedy', 'action', 'romance']",6.3
Khawatir,2005,['reality'],9.6
A Lion in the House,2006,['documentation'],
Dhoondte Reh Jaaoge,2009,"['comedy', 'drama']",5.6
Together,2009,"['drama', 'comedy']",
Rabun,2003,"['drama', 'family']",7.7
Life's Speed Bump,2006,"['drama', 'romance', 'comedy']",6.6
Black & White,2009,"['action', 'comedy', 'sport', 'crime']",7.6
Hattrick,2007,"['romance', 'drama', 'comedy', 'sport']",4.3
Harishchandrachi Factory,2009,"['comedy', 'drama']",8.4
Koi Aap Sa,2005,"['romance', 'comedy', 'drama']",5.5
Menahi,2008,['comedy'],6.7
What's Your Raashee?,2009,"['comedy', 'drama', 'romance']",4.8
Talentime,2009,['drama'],7.4
Anthony Kaun Hai?,2006,"['comedy', 'thriller']",5.2
The Prince Who Turns into a Frog,2005,"['drama', 'romance', 'comedy']",6.8
Mission Istaanbul,2008,"['action', 'drama', 'thriller']",3.4
The Little Nyonya,2008,['drama'],
Fida,2004,"['romance', 'action', 'crime', 'drama', 'thriller']",5.4
Cocaine,2005,"['documentation', 'european']",7.1
Breakout,2010,"['drama', 'action']",6.7
Kisaan,2009,"['thriller', 'action', 'crime', 'drama']",5.5
My Amnesia Girl,2010,"['romance', 'comedy']",6.7
Like Twenty Impossibles,2003,[],
Ijé: The Journey,2010,['drama'],7.0
Osuofia in London,2003,['comedy'],
At Dolphin Bay,2003,"['drama', 'comedy', 'romance']",6.9
Perazhagan,2004,"['thriller', 'comedy', 'drama', 'romance']",6.4
My MVP Valentine,2002,['drama'],6.5
A Very Special Love,2008,"['romance', 'drama', 'comedy']",6.5
Pink Zone,2007,"['drama', 'romance', 'comedy']",6.1
Osuofia in London 2,2004,[],
Bheem vs Aliens,2010,['animation'],7.7
Unriddle,2010,"['thriller', 'action', 'drama']",8.0
Chhota Bheem & Krishna: Pataliputra- City of the Dead,2010,['animation'],
Tango with Me,2010,"['drama', 'family', 'romance']",6.3
To and from New York,2006,[],
Chhota Bheem Aur Krishna,2008,"['animation', 'fantasy']",6.4
The Family Court,2010,['drama'],
Cocomong,2008,['animation'],5.6
Once a Gangster,2010,"['crime', 'action', 'comedy']",5.7
Le Robe De Mariage Des Cieux,2004,[],
Brother's Shadow,2006,['drama'],6.1
"Do Paise Ki Dhoop, Chaar Aane Ki Baarish",2009,['drama'],6.5
Banyuki,2010,['drama'],7.4
Call the Midwife,2012,"['drama', 'history', 'european']",8.5
Hop,2011,"['comedy', 'fantasy', 'animation', 'family']",5.4
"Crazy, Stupid, Love.",2011,"['romance', 'comedy', 'drama']",7.4
New Girl,2011,"['comedy', 'romance']",7.7
Black Mirror,2011,"['scifi', 'thriller', 'drama', 'european']",8.8
Margin Call,2011,"['thriller', 'drama']",7.1
Django Unchained,2012,"['western', 'drama']",8.4
Longmire,2012,"['western', 'action', 'crime', 'drama']",8.3
Looper,2012,"['thriller', 'scifi', 'drama', 'crime', 'action']",7.4
Shameless,2011,"['drama', 'comedy']",8.6
Happy Endings,2011,"['comedy', 'romance']",7.8
Argo,2012,"['drama', 'thriller']",7.7
Last Tango in Halifax,2012,"['comedy', 'drama', 'romance', 'european']",8.3
Midnight in Paris,2011,"['fantasy', 'romance', 'comedy']",7.7
Ink Master,2012,['reality'],7.4
Top Boy,2011,"['drama', 'thriller', 'crime', 'european']",8.4
Warrior,2011,"['drama', 'action', 'sport']",8.2
Hunter x Hunter,2011,"['drama', 'action', 'comedy', 'crime', 'animation', 'documentation', 'family', 'fantasy']",9.0
Les Misérables,2012,"['drama', 'romance', 'history', 'war']",7.5
Arrow,2012,"['action', 'crime', 'drama', 'scifi']",7.5
The Girl with the Dragon Tattoo,2011,"['crime', 'thriller', 'drama']",7.8
Contagion,2011,"['thriller', 'scifi', 'action', 'drama']",6.8
Battleship,2012,"['scifi', 'thriller', 'action', 'documentation']",5.8
Killing Them Softly,2012,"['crime', 'thriller', 'drama']",6.2
Just Go with It,2011,"['romance', 'comedy']",6.4
Dark Shadows,2012,"['comedy', 'fantasy', 'horror']",6.2
Sherlock Holmes: A Game of Shadows,2011,"['crime', 'thriller', 'action']",7.4
Silver Linings Playbook,2012,"['drama', 'romance', 'comedy']",7.7
The Legend of Korra,2012,"['action', 'scifi', 'comedy', 'drama', 'family', 'fantasy', 'animation']",8.4
Sword Art Online,2012,"['scifi', 'action', 'animation', 'drama', 'western', 'comedy', 'fantasy', 'romance', 'thriller']",7.6
Sucker Punch,2011,"['fantasy', 'thriller', 'action']",6.0
Jackass 3.5,2011,"['action', 'comedy', 'documentation']",
The Borgias,2011,"['drama', 'history', 'romance', 'crime']",7.9
Ninjago: Masters of Spinjitzu,2012,"['scifi', 'comedy', 'family', 'fantasy', 'animation', 'action', 'european']",7.2
Total Recall,2012,"['thriller', 'scifi', 'crime', 'action']",6.2
Puella Magi Madoka Magica,2011,"['scifi', 'thriller', 'animation', 'drama', 'fantasy']",8.3
Project X,2012,['comedy'],6.6
Berserk: The Golden Age Arc I - The Egg of the King,2012,"['fantasy', 'war', 'animation', 'action', 'drama', 'horror']",7.5
Soul Surfer,2011,"['drama', 'family', 'sport']",7.0
Transformers: Rescue Bots,2012,"['action', 'scifi', 'comedy', 'family', 'animation']",6.4
Final Destination 5,2011,"['horror', 'thriller', 'action', 'fantasy', 'documentation', 'european']",5.9
Puss in Boots,2011,"['comedy', 'animation', 'family', 'fantasy', 'action']",6.6
Savages,2012,"['thriller', 'action', 'crime', 'drama']",6.4
Teen Mom 2,2011,"['reality', 'romance', 'documentation', 'comedy']",4.5
Hall Pass,2011,"['romance', 'comedy']",5.9
Comedians in Cars Getting Coffee,2012,"['comedy', 'family', 'animation']",8.0
Lilyhammer,2012,"['crime', 'comedy', 'drama']",7.9
Rurouni Kenshin Part I: Origins,2012,"['drama', 'war', 'action', 'history']",7.4
Unknown,2011,"['action', 'thriller', 'european']",6.8
TIGER & BUNNY,2011,"['scifi', 'action', 'animation', 'comedy', 'crime']",7.3
